gene,f_statistic,p_value,mean_ALL,mean_CLL,mean_AML,mean_CML
BF339566,205.87120566701623,2.73429482169298e-103,0.3586965913381299,0.152575563611895,0.1885637296472426,0.13823837575740938
N90866,205.79781038392338,2.924160653482186e-103,0.6398117354635252,0.7709490262003388,0.5459136717630267,0.44429863954699306
NM_003465,205.60311781364723,3.4943093798279956e-103,0.12488140404670836,0.08438514541728492,0.10348896504604486,0.4213222535543664
AL022394,204.4950638113594,9.64233264145607e-103,0.35486163836348494,0.4355594482477204,0.27227004208685357,0.22732586223025658
AI628360,204.43262666373428,1.0210549652758803e-102,0.1718882517718258,0.13818315325210562,0.37803663472474663,0.2400213738167009
AK022852,204.35602613914867,1.09537045982603e-102,0.3487710534774382,0.18408801805872457,0.21242356622874278,0.23477655562550523
NM_001803,204.105547623755,1.378363284380694e-102,0.6345633390026355,0.7673299111394439,0.5423273635513588,0.4377729040245677
BC005008,203.9434246646545,1.5995081233483633e-102,0.38253315071652244,0.16839041006810304,0.37000685192985233,0.7206010901650717
AA149654,203.68233908273413,2.032814097066476e-102,0.33708651855998084,0.14199339633783964,0.18332276633915273,0.14867763125965766
NM_005356,203.3288833936784,2.8127073703034233e-102,0.3695068303581088,0.458279192196166,0.1966929916855934,0.14342857559406483
NM_018030,202.50253750043106,6.014511497536162e-102,0.2945354665808996,0.24437016704540218,0.3477444149452309,0.48810133615205453
AI498747,200.76501412960806,2.984875784439815e-101,0.16755138043209553,0.17005468161092913,0.2998664998503742,0.5095178769078366
NM_001924,200.53737859820794,3.6833633935032734e-101,0.5672247480908665,0.4306462627800205,0.6000724476019232,0.6595343947410583
AW576405,198.56214687059733,2.292412211677232e-100,0.30756608584741935,0.33253745179827704,0.14068578999735964,0.12815861066066941
M76742,198.27095683394228,3.003343498960149e-100,0.24211418594515655,0.21060343913513904,0.24255230486508939,0.5076498728851939
D12620,198.04587115344182,3.7010966549985224e-100,0.08693517577207495,0.05738171779026008,0.09315259291895518,0.30508991833343063
BG251521,197.9433416361832,4.070708435783641e-100,0.40055595071764166,0.5198398002340824,0.36469126617398245,0.3637581263170686
NM_013441,197.92537158472973,4.139198921102643e-100,0.1859512844666574,0.3331711760678875,0.19988851917632186,0.12027952144312307
BG289314,197.73828503675955,4.924617025684194e-100,0.08892993084069581,0.1468994506941283,0.221716966822468,0.28252550335817556
NM_023016,197.4948098830252,6.174642710526283e-100,0.1113857844547548,0.2666426099019463,0.13729952122102915,0.13156983566058927
U62325,196.61929579428516,1.3939588291281683e-99,0.15890424177632667,0.28755932340849355,0.10508177822418618,0.12807961501895862
AI809341,196.61155925278882,1.4040337204572673e-99,0.5686072435811025,0.723256877957517,0.6563763678769657,0.6469741020091745
AF176071,196.5667054559326,1.463899109952501e-99,0.24926197586085552,0.31342513051339843,0.3614434625967931,0.392832914757174
AF069506,196.4506800726971,1.6308928100530957e-99,0.4906828468921808,0.26727001625997354,0.30483782210238713,0.24203182410362148
NM_015310,195.87280604411495,2.794095913333131e-99,0.43631341160967124,0.2458764712231918,0.1963633340402916,0.12993822168818744
NM_000610,194.31559215986485,1.1956515059170316e-98,0.4657270390916308,0.5940350002377345,0.6394310360520731,0.524719484323679
AA603467,194.29313178536643,1.221025904140449e-98,0.1608561682525527,0.2825389626231595,0.3744796399690269,0.26244070675483977
M92650,194.26809114434946,1.2499520356230432e-98,0.11398121302759429,0.25795984892606866,0.12373883311966516,0.11025050104877279
AB011181,193.67487941460567,2.177345759170363e-98,0.27659343498109606,0.15532482691297803,0.13434385478945907,0.12606299096761747
NM_024563,193.45368511089745,2.6783891925966807e-98,0.22182969921353965,0.21313083545945372,0.3996644863996524,0.29275556982949724
AW575350,193.3756613100789,2.8814452531394335e-98,0.35300312608207035,0.46295431973058965,0.38511754044762847,0.3730485085831132
BC002792,192.389424650879,7.264079124402763e-98,0.2338392425415538,0.14972891327080157,0.06869246808953351,0.05952389905402478
AI524125,191.71693510610126,1.3659658745666334e-97,0.47257793021554967,0.5255268869080624,0.18760765779488056,0.16775422153431313
BE674703,190.82590646302927,3.157730854490366e-97,0.2039994396495744,0.2859243690527441,0.14038175224699806,0.11429558081422439
AA187563,190.57594415448605,3.995614082145346e-97,0.20035340193095147,0.2827017500304975,0.3311147257569699,0.30824868484985
NM_016382,190.37475585519192,4.829303106888809e-97,0.20497900915306513,0.27275157075391043,0.3590777615222949,0.3057665239239848
BG340548,189.1976488653003,1.4657259619086415e-96,0.29736132357577116,0.44376868327081453,0.2622225163758149,0.211029460761956
NM_018476,188.90936121195602,1.9244637014714665e-96,0.29801664193835825,0.21384903183403398,0.43812392189634913,0.6461968844713166
NM_001725,188.63113115971564,2.5032479130624863e-96,0.3989299983256112,0.2635340605575576,0.47947880888089595,0.7697341192600339
AI042377,188.27827719788078,3.494739956230841e-96,0.1722789112768999,0.30016852751814366,0.17935311415953858,0.17833066194556485
BF940043,187.5810720628902,6.7614179327755415e-96,0.08862303540755678,0.16933282759464993,0.27308586110081884,0.15906828633228012
NM_000591,187.3684550059147,8.270328030184459e-96,0.18368451253066712,0.4415059044469887,0.3363439485644523,0.4370093782280767
AL552534,187.02167633698645,1.148916984300167e-95,0.36918718696768404,0.4969137236790315,0.5316590725331919,0.4479650141194809
NM_018639,186.7552427265189,1.4792541780380748e-95,0.4595335330643238,0.5591517821394442,0.458020284018164,0.5124280099258867
AF098641,186.6507205559874,1.6334846596495476e-95,0.3470887904474085,0.4651146123680887,0.49554959154082645,0.4055557223253472
AL035689,186.50582231297292,1.874305260030319e-95,0.522044166033968,0.5255774884535793,0.6372507826827379,0.599165908125944
AI523594,186.36088645695202,2.150789973385394e-95,0.06862442843389586,0.16609031287560297,0.05470833402572758,0.05106777487712542
AB029031,186.153941025282,2.6178926512748304e-95,0.43651822783531397,0.5214832122064341,0.43833580317432314,0.4382839480111766
AL136944,185.7530969179861,3.831569029705748e-95,0.32555135213898134,0.30656065642519337,0.49221670418861774,0.5798839760381121
AI346350,185.04286325583334,7.530131528156538e-95,0.3748232529866039,0.25288761117130143,0.36401357208940305,0.4014375833577889
U41813,184.6783972151564,1.0654585703631635e-94,0.19299393143652246,0.11751570472423037,0.47563225953524446,0.35392942088981016
NM_031301,184.63531588955817,1.1100972782803182e-94,0.20753679510821169,0.31115878225630345,0.2618515904746399,0.31249891117561696
NM_004233,184.43677720911103,1.341293756621721e-94,0.46375931027012135,0.6756637555385944,0.5059931293303864,0.4801191937091739
NM_003064,184.22805057783842,1.6365807174495235e-94,0.3281887828312609,0.25218321441157965,0.3905989901680891,0.6551957761132439
AI953847,184.01111566876338,2.0127355516547941e-94,0.30367161193435344,0.46482913158362427,0.3790549637626581,0.48568081855773926
BG260658,183.5771626945181,3.045331594936665e-94,0.41872882815676,0.5227027812084568,0.4174376029796638,0.47762040482010937
NM_014575,183.56973251451808,3.0670107175388e-94,0.40265549267343154,0.1497780436351267,0.36772028665540285,0.21387175357965535
BF686442,183.2590045027474,4.126575416645884e-94,0.8691112724466061,0.8156312890193633,0.8249313520550264,0.7478920013405556
L25259,183.0480701938507,5.048003899971089e-94,0.238717565011797,0.474671237013511,0.35565576511743235,0.3117056769687076
AI817942,182.51172364504106,8.430380347303453e-94,0.41074031936602856,0.44275300852357086,0.2851578771691146,0.24047550974890253
Y00062,181.58211282671562,2.0532516639999877e-93,0.6050433882879555,0.7420732801473593,0.6933047483867244,0.6817599687465401
AI888256,181.31467436291936,2.653337156722966e-93,0.12342880974489549,0.106681130946327,0.18685984517291832,0.35048898430757747
AF327443,180.65602746211732,4.992020111301057e-93,0.40351581300070527,0.5274001385089214,0.44605544934244934,0.5090330575787744
NM_000291,179.63281540805244,1.334743686502299e-92,0.5678514647852937,0.5152575512601354,0.5962218626579886,0.5866460626901582
AA811540,178.4897142151825,4.014109143319006e-92,0.42890937015448416,0.5073078101194357,0.29154151475151224,0.2986938135568486
BG776483,178.0522789187025,6.121636794364415e-92,0.31681250407650996,0.10505175906064515,0.12678176839926536,0.08081057126265626
M58664,177.4521840179983,1.0928406338579277e-91,0.6286813515247008,0.485583598477931,0.4235731697992824,0.6972392000431238
NM_018728,176.85215884392167,1.952168083240786e-91,0.44670243277598964,0.33505697560964254,0.3487139904893326,0.25311803817749023
AL136932,176.38706944160802,3.0621249660727934e-91,0.48106387233652104,0.5324091247365444,0.39971046828110396,0.45543080984159956
AA150107,176.3222063969995,3.2606428386975483e-91,0.052775114793928525,0.18445525211301728,0.07665585791909567,0.06290589167119197
NM_004726,175.98085849980706,4.5386490254387664e-91,0.1729358040018503,0.23020943446784334,0.2864405299728947,0.3507840338834496
AI246769,175.96909232973692,4.59070093338708e-91,0.13348676715208507,0.06929981158034412,0.39446069600046085,0.22837389624396034
BE669553,175.67310793228748,6.11642378798047e-91,0.07695108517596431,0.21967145089425527,0.0898236225772258,0.06589623934827574
U65932,175.58455873952173,6.664902643961827e-91,0.4344465850997682,0.26055393990459325,0.30533334557764263,0.2348306581031445
NM_014164,174.96258963091117,1.218844329820271e-90,0.5708101296780306,0.6441718943511383,0.6450199316679736,0.6080069389454155
BC001872,174.4692811262456,1.968362445880585e-90,0.5841017152362187,0.7495829527765386,0.4625052355722696,0.3370341652527799
AW139915,174.4689827841509,1.968933378086504e-90,0.07102089090413766,0.102449521573677,0.2053364752483797,0.10453104810399369
AF001362,173.8278003131349,3.673601713735591e-90,0.3025550898164511,0.4080930968377158,0.34673886960698475,0.37299308319424473
N39230,173.43473898899836,5.386526364844701e-90,0.15509291419357812,0.15437004570986776,0.29299642465345505,0.4949586897395379
NM_003037,173.11186470809244,7.378072984295584e-90,0.20817084229816127,0.3539808639619924,0.20334823813709774,0.18299650894694558
NM_003088,172.79989249457094,1.0001095928523133e-89,0.23661636819618698,0.13639359529825706,0.3131273803138084,0.1745168261749801
AW337833,172.699540045517,1.1029591168204461e-89,0.4530804835670038,0.2343506291823045,0.4171953473370595,0.6952343777168629
J04152,172.53361423618244,1.2967866787294977e-89,0.1696663752225988,0.11177744249369212,0.20758579472525604,0.5279450614091962
NM_002424,172.20679392043428,1.7841170215948492e-89,0.303705030287522,0.11710747564997416,0.2681304024684638,0.5814644888389944
M12423,171.98384182747319,2.2181739593271296e-89,0.30031925641478746,0.3973388707084495,0.22012582082112941,0.2139058459636777
NM_002286,171.37775088958227,4.0114625120682634e-89,0.13530307599031494,0.26893213824349366,0.14214548042065786,0.1016794304298453
M25532,170.87600215155044,6.554662741441555e-89,0.13170691333185677,0.09341772333502707,0.12693726151442367,0.3927487549263725
AF355799,170.7112526984996,7.702244451449065e-89,0.1830714800407888,0.13028231440190588,0.16171902825816714,0.4314075079421664
NM_003914,170.50492726906882,9.42755458407438e-89,0.19430275209709455,0.1378390216091766,0.382776150023311,0.28325829325720336
D43967,170.43345415695552,1.011150989118544e-88,0.38351415176320514,0.27262477281224373,0.4575284409267893,0.34685852430587594
AF247167,170.39560836602132,1.0493585229081474e-88,0.1522793854654066,0.24960357719592213,0.07924194520535059,0.08336848873904967
AW771190,169.377407562746,2.8493852638115094e-88,0.146845195682745,0.28038442689721094,0.1554833893185837,0.11562549197223297
NM_005652,169.21196942480094,3.3521545732620623e-88,0.4772561276587871,0.348801102190581,0.3321885395258781,0.28606687884691145
NM_005561,168.58147258120252,6.230153851771127e-88,0.6682227304495802,0.6898799790108757,0.7308297451831951,0.6925470163655834
D12502,168.33379240760505,7.949384428325761e-88,0.21089700704286682,0.1895753912753446,0.20623238857270215,0.4458019296790278
AK026768,167.8719512575334,1.2526271470612742e-87,0.11282586268952478,0.16807216603725458,0.12383901437831475,0.3939607547119606
AF052145,167.44976403299637,1.8989580964765956e-87,0.11278069058407543,0.2779519275215922,0.23401855732448373,0.17689015906910566
J03223,167.11929768336236,2.6306368469273883e-87,0.6521719299393509,0.6939116233511816,0.8099399197426288,0.8510839634163435
AK002054,166.96912671451122,3.0507987812089263e-87,0.1336438572247846,0.2571745878674939,0.1496007958543034,0.13208895577334384
AI821801,166.73384615894383,3.8483771088349033e-87,0.1655832978804946,0.18180260390734873,0.18858695985452215,0.3910556570735089
BC003169,166.2249148605687,6.362383309036689e-87,0.41880969002569485,0.47808424669479016,0.352099333857168,0.575185380702795
BG547864,165.98717033082204,8.048123188308794e-87,0.36656669740577935,0.23710510969743576,0.1985923720212066,0.23342991100494265
AI978623,165.3701681360092,1.4819470941974696e-86,0.16850849938869408,0.11019459719089827,0.31858679843551924,0.19582487989303682
BF346014,165.08750637610473,1.9606916771447156e-86,0.22528599620873638,0.32319348365194184,0.25541845813451575,0.22043142415756403
AI701430,164.81538851425307,2.567538595648683e-86,0.41869466738143096,0.466682483375324,0.37354253209286625,0.32248750294363776
M33326,164.65452886317323,3.0114420616253847e-86,0.43643654631173084,0.23101549563764395,0.43956658431122275,0.7603869895602382
AW293939,164.15520866740562,4.941965727028222e-86,0.21763144335773596,0.2531136820084939,0.3177014147203256,0.4018857915734136
AK000168,164.03670812005967,5.55886638852176e-86,0.7474763832918001,0.6046562969433105,0.5364804764781944,0.7880229755889537
NM_001925,163.78308094263187,7.151026969962269e-86,0.5423012375276228,0.3132976891889477,0.5543066260009888,0.8281049548193465
BE903880,163.42382764774098,1.0218828780295239e-85,0.6046902170285172,0.7138162650136505,0.7440455646366461,0.6302107946817265
M15565,163.36251773844353,1.0861011193454242e-85,0.301923133041966,0.4020112810758599,0.2150156815112333,0.20564568025428198
BE672557,162.97328559345175,1.599519954886335e-85,0.35703433175152594,0.3000629308794621,0.23501571832797294,0.1059059863693492
BC000149,162.93394702073502,1.6633684237205127e-85,0.38689268708502483,0.3071641981413093,0.4142930729147989,0.4181068955465805
BC000354,162.01976936036402,4.1343200876825304e-85,0.8620631774084284,0.8611433498467072,0.8420518488271691,0.7782575377198153
NM_024426,161.91642765887212,4.582999377955248e-85,0.20925152543163217,0.06701587632549966,0.3236662948446109,0.09341459217762883
NM_006089,161.72047339191917,5.572135182225345e-85,0.4451647848916163,0.3303524729823261,0.415925664428607,0.40098106583883597
BC005319,161.58153028661465,6.400611107758377e-85,0.2933305868170856,0.08706789540091554,0.37371737416471257,0.45260924048895057
NM_004130,161.42445070673656,7.48686290825748e-85,0.4138249724317308,0.4085998748299442,0.5058668144482119,0.6367056744043219
BF447037,161.40100743641,7.664116506553868e-85,0.3598179866158224,0.5084537514151402,0.3525862820403005,0.2734249216439419
U00179,161.27348883967062,8.704575084467916e-85,0.29363066835730517,0.10459946407563202,0.3739083493019704,0.43296704683886017
AL136552,161.16589492255036,9.691834656483217e-85,0.23827790274976865,0.314962355019171,0.21032268030329787,0.2167266336984413
BF002844,160.70942503970292,1.529220728123597e-84,0.12426764574841762,0.26483256585172965,0.14277154863141625,0.12315718023929491
NM_002460,160.3912948828711,2.101929016493541e-84,0.3162787019300762,0.400612222934574,0.23908789269626138,0.20657940520796664
AB083211,160.33941826758294,2.213879653335065e-84,0.3221642453941183,0.3594210405955838,0.2145499256856247,0.18314493222292078
NM_000608,160.2204676816342,2.493658433185032e-84,0.07914926787280828,0.057131798176550716,0.0704173329086967,0.2771510992978895
NM_014278,160.00076163659412,3.106923164814015e-84,0.09064389116807904,0.08771070783450917,0.14146324843331332,0.2809724274069765
AL390736,159.13549078614454,7.393227685766183e-84,0.3377219420780829,0.1383367070617775,0.22395540283202894,0.5674623646015344
U08839,158.81743946308242,1.0171755271620847e-83,0.40602540207702087,0.49045646668486453,0.5635003670180354,0.648761207281157
BG200452,158.63305797135055,1.223953517850394e-83,0.46843949423402276,0.5254197062822333,0.3049994413432908,0.3224184405665065
NM_000045,157.95168251610653,2.426785306367825e-83,0.43749552866050956,0.30488562467606256,0.4739603240492279,0.765192778997643
NM_000690,157.7470004221298,2.9813336390172554e-83,0.4101543982914828,0.518202271516816,0.5143880386064953,0.6380671941956808
L14611,157.5528857381573,3.624183987998024e-83,0.2722785514565783,0.43736104950120175,0.27526703972644845,0.25078825479330025
NM_006061,157.48606334364945,3.876231455224016e-83,0.33303976265837465,0.1441016455990447,0.23797593121543706,0.7204879397569701
X69397,157.33502825649495,4.5125555271344525e-83,0.5260872752021212,0.4342276211906586,0.3235285387370838,0.6463704649792161
NM_005091,157.26397097636777,4.847152414490045e-83,0.31577225759787775,0.17298860208009553,0.30464923772272373,0.6767741254595823
AA761181,157.2410747255293,4.960177347106669e-83,0.741929492648315,0.6109540071417008,0.5417737585532294,0.7785375936086788
NM_007053,157.1163527289261,5.6238736843262506e-83,0.19907123846676922,0.2987221287649895,0.2001368110629835,0.18762636479250228
NM_001750,157.0381978514324,6.084406839487766e-83,0.4509698266009672,0.5703780902588921,0.49970615814632013,0.5510482115800991
AI634866,156.6430695198706,9.059842855080855e-83,0.4999344431273981,0.36736912641847186,0.5158846072765639,0.5878167083097059
BF031714,156.51559020951055,1.0302294358346492e-82,0.22741015934291375,0.11366162358347,0.21459417853229013,0.3862858005734377
NM_002115,156.15075084698995,1.4885049503444915e-82,0.14044058161313483,0.2167237009558403,0.26207061377190893,0.5742855591829434
D89788,156.14446045846873,1.4979827811634897e-82,0.3284938972990174,0.24394845390370126,0.36320242784366535,0.32419174840283943
U00178,155.99368570261268,1.744171683239776e-82,0.3059917404017317,0.11944409295767233,0.386103993426675,0.4650658074506495
AF024540,155.91398496198713,1.8902936314484747e-82,0.33141161202359093,0.38909656664490194,0.28376257390595594,0.2137568295001984
BE220026,155.90114303402817,1.9149594829241157e-82,0.6157507185200486,0.5869970969258481,0.5225007113083792,0.382223563831906
W92748,155.46174527100905,2.9846696092620075e-82,0.30974682341778326,0.0808916678219908,0.09932035469116665,0.1815432947735454
AU151342,155.4070066685118,3.154416428101136e-82,0.19842586409217258,0.2189810603448359,0.29041250437092225,0.5363083301588547
AF054818,155.32747336562562,3.4184413899129333e-82,0.10677933857075059,0.19032280232053925,0.14575099711580897,0.12062271094209584
NM_012331,154.98150411016184,4.850088213541571e-82,0.43356492831756216,0.3890438101525548,0.46184881344611545,0.5695520480011784
NM_006464,154.9322447255589,5.0978755384192085e-82,0.3230081942923572,0.3786695277640588,0.36087474000825026,0.37100573958352556
L34703,154.249498225306,1.0175303231567266e-81,0.3112815598521484,0.4030273204299971,0.2446718371331924,0.2342507747370145
L20433,154.241172424826,1.0261486826537885e-81,0.3654971449185214,0.08653231073988264,0.17010413939658742,0.08011527197045637
NM_000896,153.61787992563728,1.9302248863782911e-81,0.24757734885590937,0.20248462550955112,0.23448202865567885,0.625404498604841
AL832770,153.55416751859832,2.0590963548391673e-81,0.08374527674499438,0.049703294799843895,0.26925466702580597,0.11811649457140029
NM_004664,152.89677168972142,4.0134043336531017e-81,0.1459354879334569,0.1761094393122171,0.2238560810536581,0.4353779921698015
R49295,152.64347306668296,5.191522460107862e-81,0.30316297413990617,0.31549459714088823,0.06854001829737673,0.05863272941801262
AW052179,151.84588999720884,1.1685796767789171e-80,0.06987723731756246,0.07641793134030866,0.22186620017071532,0.06633920272335757
NM_000417,151.82542991139755,1.1931776378940828e-80,0.16557319594468123,0.3383292444207498,0.16296988626369474,0.1548119923749636
NM_002838,151.68526463456396,1.3762330697052718e-80,0.4978858950898188,0.6456230732962049,0.58815015440785,0.5802214415960535
BF792917,151.51551305880153,1.6360158344637983e-80,0.17010078300858653,0.13386560244022042,0.3719437529227845,0.2872459690931232
NM_001908,151.29831793682052,2.0413159867042854e-80,0.5021254122940773,0.542950148823895,0.6188443391239596,0.5420221249724544
AI695695,151.02511466864283,2.697008132394696e-80,0.46525255903396584,0.3641166750828928,0.3551305268242491,0.15646388572315842
NM_006889,150.96858817106633,2.8570664432489982e-80,0.16252987828840498,0.2949374227741348,0.2355467863815768,0.18474041237387553
U07236,150.84591800152913,3.2379234957939338e-80,0.24445607493217145,0.32019520209874286,0.10792268040238477,0.11100136285084625
AI972498,150.69854946742558,3.7633391296776274e-80,0.24363033305810888,0.27284424005760044,0.331852387491947,0.5732966030752936
NM_006227,150.5908622805731,4.200567720091128e-80,0.16386504044517056,0.14416666207088452,0.2588176365637362,0.2317966496528582
NM_021077,150.3948680178907,5.131144941065972e-80,0.2219505043478187,0.3067564490538106,0.308159081272578,0.27299321321553965
AF329838,150.3837967924575,5.1894874688302905e-80,0.310331472130535,0.09959267438900216,0.36444929218398053,0.11788351305348929
NM_005564,150.36937518837354,5.266483718671027e-80,0.4913980176997021,0.29086055743354783,0.38506630225404226,0.8028914471005284
NM_003123,149.77360215588914,9.68116491475049e-80,0.26643687947183303,0.24965418202464593,0.34232727800593765,0.3572315469730732
L33930,149.47033222390664,1.3202231677074902e-79,0.6555447520927415,0.5347928349164468,0.4603824295712352,0.7158810593361078
L00692,149.04921222566745,2.0317083441428094e-79,0.18754797339131807,0.19224615904349315,0.1916543785120263,0.4171886929245882
NM_012198,149.0245467677765,2.0836838905864866e-79,0.39291379978418894,0.4164061360218354,0.48565585354654706,0.6415943018225736
X76775,148.93314036536827,2.288187855660579e-79,0.5472225343312965,0.6853787370874912,0.5246598167410157,0.4316644301248152
AF169963,148.86645228961933,2.449972027319978e-79,0.09012897472525308,0.21376789066516147,0.08183866698459762,0.08205693351581345
NM_018154,148.7961584492099,2.6329298226048034e-79,0.29108003048448394,0.18008899778316292,0.2751901172652319,0.3293491917294127
NM_016542,148.74345209294717,2.779039358918174e-79,0.6309974367192032,0.5686590226390694,0.6444034439580449,0.6165594042733659
M28590,147.86075693338952,6.872257028680164e-79,0.18282864661299872,0.24583799272671514,0.1701578657017796,0.14364081693185107
NM_017935,147.33057720461542,1.1847447969065825e-78,0.4633594064144503,0.5347552549738421,0.3055845206886066,0.31497274443160655
S36219,147.18740774041538,1.3725918232779367e-78,0.20636044762528782,0.23835911824198966,0.3300378905746955,0.3056515132965044
AL582836,146.87940446779027,1.884134748119016e-78,0.22931911311285366,0.35517886092391193,0.10535617579582807,0.09101737864575418
NM_000419,145.99268801030607,4.695338138729503e-78,0.14057975710081813,0.20439428931400808,0.24334039995791065,0.32253035944128455
AV733308,145.34985552730845,9.112096910470021e-78,0.3868326171079155,0.16596694771624818,0.26365356350948144,0.27619217110927724
NM_000483,145.25571006774032,1.004206292928082e-77,0.06041751590150475,0.06542007661845048,0.2473821779984822,0.06773177079509858
X60502,145.1143024174516,1.162065520197222e-77,0.26044608078418524,0.24714338875332467,0.33738387226768507,0.3538666901200317
H09657,144.9915328191733,1.3191565766897151e-77,0.30597050215647376,0.2940069706442487,0.1915885890083902,0.12674876124879653
R15072,144.9664064007312,1.3538421880210243e-77,0.274776873631625,0.1439985518976417,0.14877307692593408,0.3359330837116685
BF435123,144.75720093636804,1.6805089159716818e-77,0.34251705917247804,0.3029362514746702,0.244780003873211,0.12253549116728607
U07000,144.41306481366234,2.398552110860281e-77,0.27273630306398106,0.1698371473432594,0.2490480629444586,0.1590447605176028
NM_001431,144.00303700500007,3.665967951327874e-77,0.38256490415970396,0.20575784046187182,0.33486977550799046,0.29371533646833076
NM_018434,143.38961347862832,6.920234520481483e-77,0.45929035171439203,0.48930415039575553,0.5911129235293615,0.5460822956506596
NM_005582,143.21606156015596,8.28426284761328e-77,0.12965257402131372,0.31852874611720505,0.21551227360440178,0.0904640570976014
AF143887,142.95025764308804,1.091376876529932e-76,0.21306879047748695,0.29177949366941736,0.20175616306901448,0.2122583321707194
AA595465,142.73806376113865,1.3601843269780605e-76,0.07868803354031449,0.17446326983715352,0.07292489950356694,0.05594865797997212
T81422,142.4982174702174,1.744753717465207e-76,0.3227504279289326,0.18674182584548552,0.33659744132237673,0.42081792202106744
AA382702,142.3648439197576,2.0039664660757984e-76,0.463676706024813,0.5324115622395704,0.4823687189052077,0.4507450170295183
NM_002012,142.14306210247335,2.5232483596915112e-76,0.3684853219615142,0.23588496487477661,0.25239273575986176,0.25820391781108326
X74039,141.78747141049607,3.65177438811756e-76,0.2262882265014523,0.2718271494917729,0.30136876472123403,0.35830077321030374
U25677,141.46996539090478,5.081082536011863e-76,0.4895625579418666,0.5925904462420488,0.7246941977437832,0.7871722149294477
BG236289,141.076428370056,7.654119204328755e-76,0.28971927534412906,0.3950602600846109,0.36440025487414596,0.3768892198107963
NM_003226,140.91344596403036,9.070517529974168e-76,0.20991335103049055,0.1850315139782203,0.20366167100255134,0.4144336317860803
AF225986,140.4492457775897,1.4715921094611676e-75,0.2590775078716859,0.05168237552471176,0.07110442855967944,0.05542781022052432
AI978754,140.28383911919104,1.7487260560512707e-75,0.5215542672475407,0.4916765381766774,0.4230692583763182,0.28405573998772826
BQ188678,140.00855987876292,2.330722991349661e-75,0.2984939946006949,0.2703841840730438,0.12979625832245975,0.103971789612673
AW006185,139.98435279621512,2.390374320764937e-75,0.25068617508310925,0.4165816416154431,0.24293196041876242,0.20343428178755354
BE302305,139.9513075155748,2.474282256211714e-75,0.523047619319837,0.5320126482203037,0.35014665126800537,0.3611065748819085
AL039870,139.91160337511144,2.5790111358071634e-75,0.4093170515987851,0.40549034348645796,0.2853300160355141,0.2867114959761154
X16354,138.9581146622843,6.986774209425173e-75,0.25982391033663393,0.2532217902630442,0.21972979511703267,0.5727396018283312
NM_001012,138.66768847224984,9.46864678230078e-75,0.86753571019807,0.877722722317096,0.8526435691558897,0.7701623661573543
AI620911,138.60841650811784,1.0074875736398724e-74,0.5987654173866325,0.6179044696852125,0.7146503533370764,0.6663051580273828
NM_018265,138.3264161960821,1.3536805369792667e-74,0.13531991520067763,0.14089349151160646,0.1840155452312286,0.349306920933169
AA236463,137.9737988869649,1.958955036670495e-74,0.16144190332638697,0.2805162209404421,0.13526481123286002,0.1358267182354317
AI654091,137.8867797015329,2.1461178641939542e-74,0.20368283591660405,0.29829117278509504,0.2221899146815682,0.18053124845027924
NM_018404,137.0630096712026,5.095325296541703e-74,0.2605249202434281,0.35290664937425764,0.2826667908535626,0.22889755111794136
NM_014713,136.9951619451654,5.471800476363043e-74,0.6557127692557256,0.6840351749573076,0.717809128390212,0.6371190936066385
AV711904,135.97114836797485,1.606681257176148e-73,0.6822256012520659,0.7568547706815261,0.8405706773472204,0.8471618779869965
NM_002398,135.93448547931848,1.669927437849569e-73,0.14480575350852293,0.13942863752491746,0.32465803865270854,0.22934027466663104
BF445012,135.87664040544166,1.7748265061645003e-73,0.12138218058320192,0.1279731318354607,0.11620724712886238,0.3113980575702911
U65585,135.77254030349167,1.9805215430168482e-73,0.6594315795313328,0.8074662363478906,0.6466801907533801,0.5233714379543482
AF127765,135.5988984275704,2.3781597592664786e-73,0.2351039393843417,0.30303923383292264,0.1750748582213306,0.40536188594130584
BF793888,134.10275361142862,1.1538275209581375e-72,0.36466199497974244,0.4167704850058012,0.3494617602704564,0.32317038330920905
NM_003489,133.78214166987092,1.619621045238567e-72,0.5690255246355856,0.4088066331256291,0.48738073177838603,0.45582347137983453
BC006471,133.72472704425297,1.721066047240779e-72,0.49332286150903876,0.38396168239257505,0.4159885856543997,0.28763692323551615
AF257135,133.60870854565303,1.9459081184810888e-72,0.6032756522571275,0.4385449162641155,0.5387151153750921,0.5241765428421108
NM_014207,133.4197589031981,2.3768224009147316e-72,0.17500547611863787,0.258964115337229,0.16353696625288358,0.12890918046062774
BE464323,133.08489428047244,3.388807441979337e-72,0.19244250866644294,0.2694242733298852,0.1704881151391607,0.11891092000485849
NM_004815,132.88809458331065,4.174787643207161e-72,0.28476523031339634,0.11996657688382875,0.13699372347574756,0.16388798598200083
NM_002125,132.20921563439205,8.578715302361575e-72,0.6484762544000368,0.7945569688257789,0.6399041886227604,0.5134558150934618
AK026589,131.9977053288038,1.0739112110408182e-71,0.46448571658735976,0.44273807906903295,0.3858766382132523,0.2707910714454429
BC006236,131.51731996094858,1.7893021490964848e-71,0.18100965260730953,0.24579652155187567,0.3127924645979117,0.44574599210606064
R62432,131.47123520823115,1.879168320463645e-71,0.08254655899609217,0.11076986725601264,0.18636991883037388,0.22005278998336128
